query_id,category,expected_occurrences,observed_occurrences,total_execution_ms,mean_execution_ms,min_execution_ms,max_execution_ms,total_planning_ms,mean_planning_ms,total_planning_plus_execution_ms
Q054,relationship_join,1,1,14902.462000,14902.462000,14902.462000,14902.462000,0.235000,0.235000,14902.697000
Q055,relationship_join,1,1,174.627000,174.627000,174.627000,174.627000,0.256000,0.256000,174.883000
Q056,relationship_join,1,1,250.237000,250.237000,250.237000,250.237000,0.270000,0.270000,250.507000
Q057,relationship_join,1,1,4.707000,4.707000,4.707000,4.707000,0.201000,0.201000,4.908000
Q058,relationship_join,1,1,231.529000,231.529000,231.529000,231.529000,0.149000,0.149000,231.678000
Q059,relationship_join,1,1,447.893000,447.893000,447.893000,447.893000,0.221000,0.221000,448.114000
Q060,relationship_join,1,1,107.662000,107.662000,107.662000,107.662000,0.195000,0.195000,107.857000
Q061,relationship_join,1,1,46.840000,46.840000,46.840000,46.840000,0.234000,0.234000,47.074000
Q062,relationship_join,1,1,6.616000,6.616000,6.616000,6.616000,0.206000,0.206000,6.822000
Q063,relationship_join,1,1,33328.257000,33328.257000,33328.257000,33328.257000,0.241000,0.241000,33328.498000
Q064,relationship_join,1,1,177.855000,177.855000,177.855000,177.855000,0.226000,0.226000,178.081000
Q065,relationship_join,1,1,55.672000,55.672000,55.672000,55.672000,0.224000,0.224000,55.896000
Q066,relationship_join,1,1,669.788000,669.788000,669.788000,669.788000,0.294000,0.294000,670.082000
Q067,relationship_join,1,1,30.587000,30.587000,30.587000,30.587000,0.244000,0.244000,30.831000
Q068,relationship_join,1,1,2849.313000,2849.313000,2849.313000,2849.313000,0.258000,0.258000,2849.571000
Q069,relationship_join,1,1,2251.759000,2251.759000,2251.759000,2251.759000,0.221000,0.221000,2251.980000
Q070,relationship_join,1,1,97.178000,97.178000,97.178000,97.178000,0.246000,0.246000,97.424000
Q071,aggregation,1,1,2129.472000,2129.472000,2129.472000,2129.472000,0.311000,0.311000,2129.783000
Q072,aggregation,1,1,29387.916000,29387.916000,29387.916000,29387.916000,0.245000,0.245000,29388.161000
Q073,aggregation,1,1,2167.089000,2167.089000,2167.089000,2167.089000,0.238000,0.238000,2167.327000
Q074,aggregation,1,1,116.401000,116.401000,116.401000,116.401000,0.214000,0.214000,116.615000
Q075,aggregation,1,1,40906.267000,40906.267000,40906.267000,40906.267000,0.475000,0.475000,40906.742000
Q076,aggregation,1,1,268.170000,268.170000,268.170000,268.170000,0.195000,0.195000,268.365000
Q077,aggregation,1,1,476.219000,476.219000,476.219000,476.219000,0.213000,0.213000,476.432000
Q078,aggregation,1,1,5.318000,5.318000,5.318000,5.318000,0.289000,0.289000,5.607000
Q079,aggregation,1,1,114.867000,114.867000,114.867000,114.867000,0.174000,0.174000,115.041000
Q080,aggregation,1,1,170.051000,170.051000,170.051000,170.051000,0.221000,0.221000,170.272000
Q081,aggregation,1,1,142.024000,142.024000,142.024000,142.024000,0.222000,0.222000,142.246000
Q082,aggregation,1,1,59.182000,59.182000,59.182000,59.182000,0.156000,0.156000,59.338000
Q083,aggregation,1,1,221.468000,221.468000,221.468000,221.468000,0.166000,0.166000,221.634000
Q084,aggregation,1,1,44.907000,44.907000,44.907000,44.907000,0.164000,0.164000,45.071000
Q085,aggregation,1,1,17.151000,17.151000,17.151000,17.151000,0.271000,0.271000,17.422000
Q086,complex_multi_join,1,1,3384.691000,3384.691000,3384.691000,3384.691000,0.518000,0.518000,3385.209000
Q087,complex_multi_join,1,1,203.578000,203.578000,203.578000,203.578000,0.433000,0.433000,204.011000
Q088,complex_multi_join,1,1,5.634000,5.634000,5.634000,5.634000,0.291000,0.291000,5.925000
Q089,complex_multi_join,1,1,452.394000,452.394000,452.394000,452.394000,0.429000,0.429000,452.823000
Q090,complex_multi_join,1,1,293.033000,293.033000,293.033000,293.033000,0.395000,0.395000,293.428000
Q091,complex_multi_join,1,1,23.238000,23.238000,23.238000,23.238000,0.328000,0.328000,23.566000
Q092,complex_multi_join,1,1,13932.691000,13932.691000,13932.691000,13932.691000,1.026000,1.026000,13933.717000
Q093,complex_multi_join,1,1,447.440000,447.440000,447.440000,447.440000,0.406000,0.406000,447.846000
Q094,complex_multi_join,1,1,11.592000,11.592000,11.592000,11.592000,0.293000,0.293000,11.885000
Q095,complex_multi_join,1,1,100.371000,100.371000,100.371000,100.371000,0.357000,0.357000,100.728000
Q096,complex_multi_join,1,1,117.891000,117.891000,117.891000,117.891000,0.341000,0.341000,118.232000
Q097,complex_multi_join,1,1,16331.461000,16331.461000,16331.461000,16331.461000,0.508000,0.508000,16331.969000
Q098,complex_multi_join,1,1,5568.293000,5568.293000,5568.293000,5568.293000,1.264000,1.264000,5569.557000
Q099,complex_multi_join,1,1,341.169000,341.169000,341.169000,341.169000,0.431000,0.431000,341.600000
Q100,complex_multi_join,1,1,705.264000,705.264000,705.264000,705.264000,0.566000,0.566000,705.830000
